问题,浏览量,关注量,回答量,赞同量,点击率
如何看待2024年10月25日A股的股市行情？,14193,29,37,72,19.23
想问一下原神希诺宁真的有吹的那么强，可以完全代替帝君和白术吗？,14591,24,28,208,22.19
有多少同学因为抑郁症、双相、精分等从前十大学退学?,24719,50,6,307,17.29
能分析一下二次元同人“嬷”是一种什么心态吗？,24235,23,13,749,20.48
为什么饮料瓶上要写「此瓶仅用于灌装本产品，请勿重复使用」？,36245,4,3,336,26.91
所谓的原生鸿蒙app，你会去做开发吗？,36438,9,6,306,19.96
大学四年128g手机够用吗?还是要256g啊？,6137,433,437,123,9.92
为什么都说手表是男人必不可少的，手表真的能提高气质吗？,74779,3,3,75,10.86
为什么北京不放开摇号刺激内需？,42166,9,5,288,22.96
体制内七千，和体制外一万五怎么选？,25457,11,8,156,20.3
如果《沁园春·雪》写在两宋，能排在什么档次？,37314,14,4,1036,20.5
如何看待吉林动画学院举报吉大男寝成员偷拍事件？,15998,27,22,380,20.31
怎么看待大学里很水的老师？,42918,7,4,613,24.92
你最想吐槽什么车上的什么设计？,35776,8,2,151,28.15
《黑神话：悟空》全成就里最难达成的是什么？,37309,11,10,359,21.97
《黑神话：悟空》里有哪些你觉得引人深思的文案?,23966,9,6,563,18.93
为什么总有人认为中华文明是历史上各时代的顶级文明？,21977,21,10,421,25.6
无语了，我的画也能算低质吗?,28199,12,8,353,17.18
苏州有哪些不值得去的烂公司？,41093,12,4,74,14.25
文笔挑战：“我打碎了夕阳，______________。”你会怎么接下一句？?,8637,465,453,35,5.14
在《人民的名义》中，李达康能否开除孙连城的党籍？,35442,8,4,449,24.68
魔兽里按设定伊利丹比玛唯强，为什么要被一直追着跑？,29156,10,10,257,20.83
大佬们编程一直是这样吗？？,34998,124,1,152,23.55
有没有超级爽的打脸小说？,31881,14,3,31,24.83
有没有男主偏执有点变态又很宠女主的穿书小说？,39795,3,2,895,34.7
为什么很多中国人怕出国自由行？,27921,30,10,580,20.53
工作后，你悟出什么职场道理？,22720,39,39,374,14.51
有哪些质量上乘，已经完结，没有烂尾、逻辑性强、前后一致的漫画？,34945,37,4,497,11.92
中国的考古那么多年，是不是快挖完了？,43277,8,2,727,26.27
有没有你会主动推荐给别人的病娇小说？,41883,0,3,644,31.35
西方从什么时候开始领先我们的？,20252,40,17,551,19.1
最好的复仇是怎样的？,35420,14,2,374,16.37
冒顿明明可以杀了刘邦灭了汉朝，为什么放弃了？,29278,7,6,621,26.06
老公因为想打球，所以想把孩子的生日提前一天过，这种想法只有我不能理解吗？,37694,8,5,1145,23.71
双一流会取代211吗？,37386,8,7,292,21.17
GEN.G为什么能统治LCK却在国际赛事表现不佳?,40342,10,4,316,25.18
山东人有多能吃?,24100,13,11,346,25.55
有什么破镜重圆的小甜文吗？,32701,14,3,74,24.4
中国历史上有哪些“冷门”政权？,36167,18,2,805,24.13
朋友弟弟一个清北预备生说公务员是国家的蛀虫，应该废除，难道公务员在大家眼里都是这样的吗？,26265,22,15,1052,20.82
为什么法国大革命比英国革命血腥？,19478,19,6,1017,24.73
狗能忠诚到什么程度？,32229,11,6,473,19.12
看NTR是代入苦主还是代入黄毛?,22968,18,8,466,23.86
哪部小说里的青梅竹马让你感觉刻画的很好？,33364,1,5,379,34.54
高斯以前的人怎样计算1+2+…+100？,37308,5,3,549,26.5
为何鸿蒙5.0出来之后，说鸿蒙是套皮安卓的声音几乎没有了？,27832,16,7,351,20.51
为什么全职妈妈不能用「干的活换算成工资」来看她的价值？,17639,27,21,1057,22.18
你的暗恋最终表白了吗?,24410,4,17,3167,24.73
为什么日本的拉面都是机制的？,18116,16,13,52,24.49
为什么低薪却有房的北京人不把房子卖了去外地发展？,17026,30,20,188,18.55
为什么 macOS 比 Windows 稳定？,33520,10,6,317,22.09
高速上遇到这样的车祸，能躲开吗？,36248,10,5,90,22.67
美国是否可以跳过300年历史周期律，如果可以，是通过什么方法？,20839,19,14,440,20.14
同学考试作弊，我举报了他，导致他被处分丢了学位证，现在我好像被全班孤立了，我有错吗？,31545,13,12,887,16.16
现在的 A 股是真正牛市的来临，还是仅仅因为政策刺激的阶段性反弹？,24640,20,12,258,18.48
国内哪个男演员适合演《三体》里的罗辑？,33819,8,7,408,26.53
你听过最好听的名字是什么？,28827,9,2,385,22.96
在底层生活了几十年的父亲厌恶贾樟柯的作品一类的表现国内苦难的影视作品是为什么?,31863,16,7,1597,21.0
计划经济是否一定会失败？如果是，为什么苏联仅用十年就完成工业化？,25388,25,4,697,21.55
为什么英雄联盟不删除英雄？,40080,4,3,381,27.99
为什么部分同学倾向土博+国外博后而不是直接国外读博？,38156,30,7,230,20.22
董卓入京师为什么不懂得收买人心反而胡作非为，导致人心尽失？收买人心就是连小学生都能看出来呀?,34941,23,6,789,15.71
为什么都认为魔兽世界5人本最难的是大地的裂变时期?,18214,17,20,93,22.55
日本人是不是不擅长宏大叙事？,27918,9,4,800,28.42
为什么陈楚生很少和其他再就业同一天参加音乐节?,20712,28,27,311,18.07
婴儿从小没有妈妈是什么体验？,34939,8,4,223,27.33
如何评价“爱猫tv”?,37732,9,3,614,24.59
现在大学生就业形势怎么样？有哪些就业方向？,36799,13,2,307,13.38
写代码喜欢压行是小众爱好吗？,26462,9,5,335,25.44
为什么我国还不出台反虐待动物法？为什么西方这方面已经很成熟了，区别在哪里？,34384,18,12,1323,20.72
买了 PS5 的人后悔了吗？,25269,12,13,133,18.71
如何评价女性向手游《代号鸢》？,25692,13,10,1124,20.9
娇妻文学的精髓到底是什么？,29741,16,6,894,20.47
唐尚珺为什么不继续复读了？感觉他毕业后也不好找工作啊？,72048,19,9,618,20.91
你见过最骚气的视频是什么？,36398,4,1,151,33.33
好久没看文了，有哪些让你疯狂上头的大女主类故事推荐？,34438,0,5,87,35.38
如何评价漫画《一人之下》692（652）话？,23911,8,7,128,26.21
花袭人为什么死都不回花家？为什么宁愿当丫头？,29387,15,8,1236,27.16
有哪些事是谈过多次恋爱才明白的?,34224,38,5,583,15.81
刚刚失恋需要恢复元气，求推荐好看的言情小说？,33449,0,1,573,38.72
为什么我周围的人会感觉00后是最辛苦的一代？,31053,19,3,578,20.69
为什么现在好多小姐姐不愿意做主播了呢？,32934,11,3,148,28.69
你在《王者荣耀》里面作过哪些恶？,36837,8,4,40854,21.87
如何评价小米15这款手机？,19597,19,16,57,18.47
为什么会有人洗白朱祁镇，认为他是被文官集团陷害的？,25022,15,16,437,24.81
好久没看文了，这段时间有哪些特别好看的爽文类故事？,37547,0,2,3706,38.42
《斗罗大陆》有什么让你觉得非常不合常理的剧情？,34146,10,2,708,24.39
两广的人真的不能吃辣吗？,23625,23,24,304,18.12
有没有纯甜 甜到爆的短篇小说？,14407,80,29,143,22.12
为什么上海的顶级医院网上评价不甚理想？,54882,18,14,762,22.98
为什么不买房的人意识不到只有房子能跑赢通货膨胀呢？,32955,17,10,314,16.31
男朋友总是觉得他存彩礼，那么努力都是为了我，怎么会这样？,23834,12,4,504,26.44
纯打游戏，选ps5还是高配pc？,17351,26,25,110,19.33
如何说服父亲不买日系车？,22027,24,19,483,20.58
如何评价李定国？,21552,12,9,1004,25.18
为什么华为的手机都不标明芯片型号了，这样的手机能买吗？,17358,21,22,407,17.94
为什么母鸡可以天天下蛋?,35191,12,4,562,19.83
过了35真的只能开滴滴了吗？,30703,11,4,104,20.83
Notepad++不能使用了吗?,30831,11,8,220,21.82
海南岛全岛封关是什么意思？,31687,11,0,328,23.48
博士生们每天科研时间是多久？,41586,31,0,604,19.35
炉石传说早期时4-5的白板雪人真能进入天梯构筑吗？,28325,8,9,91,26.64
你觉得，哪道菜和下雪天最配？,31868,31,13,563,20.43
程序员的护城河是什么 ？,32395,21,3,301,21.49
摸猫时猫咪舔我，是表示爱我吗？,21948,14,15,157,17.62
高二，年级倒数固执的想去清北，怎么调整状态？,11724,57,50,113,16.68
为什么广西盛产鬼火少年?,34489,9,6,758,18.68
本人是辽宁省税务局非基层公务员，一纳税人当本人面宣称「我可以发脾气，但你是公务员，你不可以」，怎么办？,18647,21,11,302,21.46
谈一谈所谓清朝赈灾远胜大明是怎么一回事？,31138,6,3,400,25.72
打游戏的意义在哪？,20119,63,51,418,14.17
最近文荒，有没有好看的双男主小说?,22868,46,16,450,15.83
孙颖莎为什么输掉了巴黎奥运会的女单决赛?,12157,27,26,228,25.92
你所见过的赌徒可以疯狂到什么地步？,24536,12,7,246,21.66
绿灯还剩 3 秒就停下来，为什么反而被骂了呢？,22605,15,14,190,19.47
大学一个月14000生活费不够用怎么办?,8590,92,90,133,16.47
在一人之下中，那如虎可以轻松战胜陆瑾么？,28938,7,9,116,26.28
2024年还买油车的人是怎么想的？,26030,17,16,298,15.61
从刘备镇压黄巾时跟随，活到他称帝的老兵有可能存在吗？,28812,13,3,245,24.53
为什么JRPG没有选择电影叙事（反戏剧），而是沦为了舞台剧演出风格，这是否是漫画造成的影响？,54310,137,41,635,9.7
合肥为什么不改名为庐州?,33565,6,4,189,23.69
潘展乐摘得游泳世界杯 100 米自由泳银牌，如何评价他的表现？,412187,122,53,1828,19.39
时间序列预测还能在进步吗？,21662,148,4,319,14.02
你有什么建议给女孩子吗?,41660,26,1,887,16.35
家用空调选择一级能效还是三级能效的？,77077,30,26,125,1.5
高速和山路哪个更难开？,54250,36,30,851,22.83
如果你和一个性转后的自己搞出来了一个孩子，请问这个孩子是个克隆人还是基因缺陷拉满的那种？,18026,35,19,434,14.19
可以给大一学医的我一句忠告吗？,34998,22,3,635,16.09
脱口秀女演员杨笠代言京东双十一遭抵制，平台删除文，这次事件对杨笠的职业生涯有何影响？,40667,40,31,1878,22.01
为什么说穷人的孩子成天就知道玩手机？,33034,15,7,2001,21.05
张本智和是否被高估?,23417,6,6,248,22.92
“我对孩子们小时候管得太严了，他们现在都有些恨我”，你怎么看？有什么能够安慰他的话吗？,28417,59,44,576,15.24
为什么教培行业的老师很少有三四十岁的人？,22265,21,5,150,23.23
在电视剧《山花烂漫时》中让你印象最深刻的情节是什么？,45154,11,11,1201,21.33
奇瑞发布的固态电池技术，是真的吗？,24777,15,13,131,14.17
为什么法国大革命不更名为血魔大暴动 ?,15853,34,18,538,21.27
虹猫真的会为天下负蓝兔吗？,36778,10,5,1281,20.71
甘肃出去的学生都怎样了？,33667,13,6,884,18.27
《原神》加入 mod 有什么现实阻碍?,30313,7,5,786,30.36
自学C语言的最恐怖的地方是什么？,22853,30,6,310,19.43
中华民国时期大陆普通百姓生存是否很糟糕？,27817,17,14,859,24.38
男朋友不能接受我曾经和前男友，我该怎么让他接受？,35713,20,3,107,22.65
王楚钦这半年的比赛，打谁基本上都是3：0 4:0 4:1  怎么看？,25740,7,4,52,28.86
有没有看得欲罢不能的替身文？,32942,5,3,442,15.56
2025，java开发，已经炸了吗?,30935,17,6,102,15.26
如何用一句话写尽遗憾?,40592,26,5,700,23.55
南京的你，择偶标准是什么样的？,30748,13,8,30,20.49
「恐惧犯错」是一种怎样的心理？如何克服？,19850,230,79,455,4.96
有没有女主很清醒、不无脑、不自恋的文推荐一下?,28313,13,5,395,19.02
淮扬菜真的难吃吗？,23551,18,18,268,19.04
为什么一人一城 11 冠的拉塞尔历史地位干不过乔丹呢？,15995,18,23,160,21.19
如何使化学老师发出尖锐的爆鸣？,32832,15,3,1189,24.57
什么是好的户型？,29089,13,6,61,22.14
你最真实（很少吐露）的择偶标准是什么？,31068,10,9,122,23.02
大学生七天花900多吗?,9021,208,209,95,15.22
有没有什么又甜又虐的短篇小说?,33779,16,1,350,21.64
公司说现在苦难时期，2年发不了工资，跟公司渡过难关，5倍补偿你，你愿意吗？,30343,19,18,1716,21.84
体制内，被更有势力的人欺负了，你会怎么办？,27909,37,2,262,29.15
一个人能做出什么开源项目？,26430,44,2,178,18.93
想看特别好看的言情小说，孩子已经要饿死了？,32107,2,2,539,33.23
订完婚后，男朋友突然和他前女友重新在一起，要我们家退东西，否则起诉，我该怎么办?,16410,32,31,290,19.47
有没有熬夜也要看完的让人忍不住通宵看的追妻火葬场小说？,38931,0,2,364,37.69
王楚钦和樊振东差距很大吗，为什么这么多人看衰他?,33290,8,5,1368,22.87
为什么很多人瞧不起艺术生？,21612,45,21,586,17.86
您认为中国哪里的羊肉最好吃？,28920,21,6,98,18.1
为什么江浙一带经济发达，老百姓的思想却还是相对比较保守？,27203,23,7,898,24.76
你看到别人弹公共钢琴有什么感觉？,36290,6,4,1172,27.85
CPU 是怎么认识代码的？,22663,72,10,312,10.91
你们相信冥冥之中注定的缘分吗？,30079,28,4,561,16.15
如果你是国家中医局局长，你怎么来振兴中医？,14839,76,73,404,15.61
你抓拍的小动物是什么样子的？,37705,11,7,1665,17.78
《原神》如何结尾才会伤害到所有玩家?,32356,11,7,788,23.98
为什么很多人都不喜欢朱元璋？,28100,23,5,642,21.37
女朋友想吃九块一盒西瓜我不买，她说我，我生气了翻脸走人，我有错吗？,30672,20,16,2415,23.94
为什么马斯克说没有外星人是很恐怖的事?,35734,9,3,787,18.64
为什么张角居然成了反面角色？明明陈胜吴广李自成是大英雄?,40056,15,8,324,25.31
你是怎么忍住和那个朝思暮想的人不联系的？,8732,98,88,117,16.97
美人胚子到底是长什么样的？,35660,6,2,407,26.88
如何评价《原神》队长的配音？,35182,6,5,1296,27.99
那既然宋江厚黑，又舍得使钱，为啥在朝廷吃不开呢？,32017,21,7,619,24.64
中餐在世界上真实的地位与形象是什么样的？,46982,19,3,675,21.98
有哪些作家笔下的美食？,33204,34,0,719,24.85
生育价值应该和劳动价值一样得到物质回报吗？,12981,30,25,320,21.13
